Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
2.06,2.118,-0.059,0.374,1.685,0.178,-0.084,-0.127,0.085,2.101,-0.016,2.062,1.623,1.542,1.757,1.684
2.15,2.204,-0.05,0.561,1.593,-0.059,0.178,-0.084,-0.127,2.219,-0.062,2.059,2.062,1.623,1.542,1.59
2.05,1.998,0.049,0.528,1.52,-0.05,-0.059,0.178,-0.084,2.126,0.042,2.154,2.059,2.062,1.623,1.516
1.64,1.539,0.096,0.153,1.482,0.049,-0.05,-0.059,0.178,1.637,0.03,2.047,2.154,2.059,2.062,1.468
0.84,1.077,-0.238,-0.662,1.5,0.096,0.049,-0.05,-0.059,1.107,-0.144,1.635,2.047,2.154,2.059,1.49
1.29,1.0,0.287,-0.303,1.59,-0.238,0.096,0.049,-0.05,0.867,0.196,0.839,1.635,2.047,2.154,1.577
1.37,1.529,-0.158,-0.381,1.751,0.287,-0.238,0.096,0.049,1.334,-0.143,1.287,0.839,1.635,2.047,1.749
2.46,2.453,0.011,0.491,1.973,-0.158,0.287,-0.238,0.096,2.284,-0.004,1.371,1.287,0.839,1.635,1.965
3.07,3.041,0.026,0.826,2.241,0.011,-0.158,0.287,-0.238,3.186,0.049,2.464,1.371,1.287,0.839,2.23
2.98,2.971,0.007,0.439,2.538,0.026,0.011,-0.158,0.287,2.889,0.03,3.067,2.464,1.371,1.287,2.533
2.9,2.678,0.218,0.065,2.831,0.007,0.026,0.011,-0.158,2.682,0.002,2.977,3.067,2.464,1.371,2.839
2.2,2.692,-0.491,-0.877,3.079,0.218,0.007,0.026,0.011,2.689,-0.361,2.896,2.977,3.067,2.464,3.086
3.42,3.028,0.39,0.173,3.245,-0.491,0.218,0.007,0.026,2.983,0.405,2.202,2.896,2.977,3.067,3.255
3.21,3.193,0.016,-0.1,3.31,0.39,-0.491,0.218,0.007,3.292,0.008,3.418,2.202,2.896,2.977,3.31
3.09,3.188,-0.095,-0.189,3.282,0.016,0.39,-0.491,0.218,2.963,-0.23,3.21,3.418,2.202,2.896,3.28
2.96,3.248,-0.29,-0.216,3.173,-0.095,0.016,0.39,-0.491,3.355,-0.102,3.093,3.21,3.418,2.202,3.185
3.8,3.272,0.531,0.805,2.998,-0.29,-0.095,0.016,0.39,3.378,0.493,2.958,3.093,3.21,3.418,3.005
2.68,2.91,-0.229,-0.097,2.779,0.531,-0.29,-0.095,0.016,3.072,-0.233,3.803,2.958,3.093,3.21,2.783
2.17,2.355,-0.18,-0.367,2.541,-0.229,0.531,-0.29,-0.095,2.258,-0.188,2.682,3.803,2.958,3.093,2.543
2.13,1.967,0.161,-0.186,2.314,-0.18,-0.229,0.531,-0.29,2.167,0.236,2.175,2.682,3.803,2.958,2.311
1.91,1.826,0.085,-0.212,2.123,0.161,-0.18,-0.229,0.531,1.793,0.125,2.127,2.175,2.682,3.803,2.117
1.72,1.853,-0.135,-0.271,1.989,0.085,0.161,-0.18,-0.229,1.783,-0.13,1.911,2.127,2.175,2.682,1.986
1.95,1.963,-0.009,0.053,1.901,-0.135,0.085,0.161,-0.18,1.946,-0.019,1.718,1.911,2.127,2.175,1.917
2.1,2.08,0.024,0.263,1.842,-0.009,-0.135,0.085,0.161,2.083,0.123,1.954,1.718,1.911,2.127,1.839
2.17,2.083,0.091,0.38,1.794,0.024,-0.009,-0.135,0.085,2.109,0.107,2.104,1.954,1.718,1.911,1.797
1.79,1.866,-0.08,0.043,1.743,0.091,0.024,-0.009,-0.135,1.974,-0.112,2.174,2.104,1.954,1.718,1.739
1.51,1.599,-0.087,-0.174,1.686,-0.08,0.091,0.024,-0.009,1.543,-0.03,1.786,2.174,2.104,1.954,1.68
1.6,1.448,0.151,-0.025,1.625,-0.087,-0.08,0.091,0.024,1.533,0.188,1.512,1.786,2.174,2.104,1.629
1.38,1.401,-0.017,-0.175,1.559,0.151,-0.087,-0.08,0.091,1.4,-0.02,1.6,1.512,1.786,2.174,1.56
1.28,1.446,-0.164,-0.213,1.495,-0.017,0.151,-0.087,-0.08,1.36,-0.095,1.384,1.6,1.512,1.786,1.494
1.77,1.59,0.178,0.311,1.457,-0.164,-0.017,0.151,-0.087,1.569,0.177,1.282,1.384,1.6,1.512,1.437
1.63,1.658,-0.027,0.159,1.472,0.178,-0.164,-0.017,0.151,1.762,-0.015,1.768,1.282,1.384,1.6,1.462
1.43,1.579,-0.146,-0.122,1.556,-0.027,0.178,-0.164,-0.017,1.502,-0.066,1.631,1.768,1.282,1.384,1.549
1.67,1.491,0.178,-0.022,1.692,-0.146,-0.027,0.178,-0.164,1.507,0.162,1.434,1.631,1.768,1.282,1.705
1.55,1.623,-0.077,-0.312,1.857,0.178,-0.146,-0.027,0.178,1.522,-0.043,1.669,1.434,1.631,1.768,1.851
1.98,2.072,-0.09,-0.049,2.031,-0.077,0.178,-0.146,-0.027,1.935,-0.003,1.545,1.669,1.434,1.631,2.029
2.63,2.491,0.143,0.443,2.191,-0.09,-0.077,0.178,-0.146,2.582,0.154,1.982,1.545,1.669,1.434,2.19
2.41,2.482,-0.068,0.091,2.323,0.143,-0.09,-0.077,0.178,2.524,-0.03,2.634,1.982,1.545,1.669,2.32
2.15,2.193,-0.041,-0.284,2.437,-0.068,0.143,-0.09,-0.077,2.136,0.001,2.414,2.634,1.982,1.545,2.421
2.12,2.057,0.063,-0.427,2.547,-0.041,-0.068,0.143,-0.09,2.088,0.08,2.153,2.414,2.634,1.982,2.548
2.24,2.308,-0.069,-0.425,2.665,0.063,-0.041,-0.068,0.143,2.197,0.013,2.12,2.153,2.414,2.634,2.661
2.8,2.797,0.004,0.011,2.79,-0.069,0.063,-0.041,-0.068,2.704,0.083,2.239,2.12,2.153,2.414,2.796
3.2,3.1,0.102,0.309,2.893,0.004,-0.069,0.063,-0.041,3.173,0.076,2.801,2.239,2.12,2.153,2.911
2.88,3.035,-0.16,-0.064,2.939,0.102,0.004,-0.069,0.063,3.019,-0.097,3.202,2.801,2.239,2.12,2.946
2.85,2.822,0.032,-0.048,2.903,-0.16,0.102,0.004,-0.069,2.834,0.115,2.876,3.202,2.801,2.239,2.913
2.86,2.699,0.164,0.062,2.801,0.032,-0.16,0.102,0.004,2.764,0.131,2.855,2.876,3.202,2.801,2.781
2.5,2.741,-0.241,-0.17,2.669,0.164,0.032,-0.16,0.102,2.679,-0.162,2.863,2.855,2.876,3.202,2.671
2.93,2.841,0.087,0.353,2.575,-0.241,0.164,0.032,-0.16,2.851,0.137,2.499,2.863,2.855,2.876,2.542
2.83,2.719,0.106,0.251,2.574,0.087,-0.241,0.164,0.032,2.881,0.11,2.928,2.499,2.863,2.855,2.578
2.27,2.429,-0.158,-0.37,2.641,0.106,0.087,-0.241,0.164,2.332,-0.1,2.826,2.928,2.499,2.863,2.682
2.45,2.392,0.054,-0.282,2.729,-0.158,0.106,0.087,-0.241,2.293,0.074,2.271,2.826,2.928,2.499,2.721
2.88,2.771,0.107,0.082,2.796,0.054,-0.158,0.106,0.087,2.753,0.064,2.446,2.271,2.826,2.928,2.804
2.96,3.222,-0.264,0.137,2.82,0.107,0.054,-0.158,0.106,3.186,-0.112,2.878,2.446,2.271,2.826,2.807
3.57,3.232,0.336,0.787,2.782,-0.264,0.107,0.054,-0.158,3.353,0.246,2.957,2.878,2.446,2.271,2.799
2.45,2.605,-0.155,-0.221,2.671,0.336,-0.264,0.107,0.054,2.827,-0.188,3.569,2.957,2.878,2.446,2.68
1.79,1.899,-0.107,-0.728,2.519,-0.155,0.336,-0.264,0.107,1.794,-0.067,2.45,3.569,2.957,2.878,2.503
1.93,1.654,0.276,-0.435,2.365,-0.107,-0.155,0.336,-0.264,1.757,0.187,1.791,2.45,3.569,2.957,2.368
1.66,1.837,-0.176,-0.581,2.242,0.276,-0.107,-0.155,0.336,1.787,-0.183,1.93,1.791,2.45,3.569,2.236
2.15,2.164,-0.016,-0.003,2.151,-0.176,0.276,-0.107,-0.155,2.015,-0.011,1.661,1.93,1.791,2.45,2.167
2.62,2.394,0.231,0.536,2.089,-0.016,-0.176,0.276,-0.107,2.415,0.092,2.148,1.661,1.93,1.791,2.08
2.29,2.485,-0.196,0.237,2.052,0.231,-0.016,-0.176,0.276,2.467,-0.222,2.625,2.148,1.661,1.93,2.056
2.67,2.581,0.09,0.638,2.033,-0.196,0.231,-0.016,-0.176,2.492,0.01,2.289,2.625,2.148,1.661,2.032
2.72,2.676,0.047,0.694,2.029,0.09,-0.196,0.231,-0.016,2.774,-0.021,2.671,2.289,2.625,2.148,2.028
2.81,2.753,0.06,0.777,2.036,0.047,0.09,-0.196,0.231,2.661,-0.079,2.724,2.671,2.289,2.625,2.035
2.68,2.767,-0.088,0.631,2.048,0.06,0.047,0.09,-0.196,2.826,-0.184,2.813,2.724,2.671,2.289,2.046
2.55,2.572,-0.018,0.489,2.065,-0.088,0.06,0.047,0.09,2.717,-0.02,2.68,2.813,2.724,2.671,2.066
2.33,2.1,0.23,0.247,2.084,-0.018,-0.088,0.06,0.047,2.201,0.118,2.554,2.68,2.813,2.724,2.081
1.55,1.679,-0.13,-0.556,2.104,0.23,-0.018,-0.088,0.06,1.59,-0.24,2.33,2.554,2.68,2.813,2.103
1.57,1.684,-0.117,-0.558,2.125,-0.13,0.23,-0.018,-0.088,1.667,-0.117,1.549,2.33,2.554,2.68,2.124
2.11,1.911,0.197,-0.037,2.145,-0.117,-0.13,0.23,-0.018,1.995,0.192,1.567,1.549,2.33,2.554,2.146
1.79,1.89,-0.1,-0.372,2.162,0.197,-0.117,-0.13,0.23,1.905,-0.033,2.108,1.567,1.549,2.33,2.162
1.78,1.663,0.121,-0.392,2.176,-0.1,0.197,-0.117,-0.13,1.575,0.004,1.79,2.108,1.567,1.549,2.176
1.45,1.665,-0.213,-0.727,2.18,0.121,-0.1,0.197,-0.117,1.622,-0.164,1.784,1.79,2.108,1.567,2.185
2.14,2.08,0.061,-0.026,2.167,-0.213,0.121,-0.1,0.197,1.989,0.189,1.452,1.784,1.79,2.108,2.17
2.6,2.412,0.185,0.464,2.132,0.061,-0.213,0.121,-0.1,2.551,0.187,2.141,1.452,1.784,1.79,2.137
2.09,2.292,-0.199,0.026,2.066,0.185,0.061,-0.213,0.121,2.241,-0.193,2.596,2.141,1.452,1.784,2.071
1.93,1.978,-0.05,-0.036,1.964,-0.199,0.185,0.061,-0.213,1.985,0.026,2.092,2.596,2.141,1.452,1.971
1.9,1.721,0.175,0.072,1.824,-0.05,-0.199,0.185,0.061,1.904,0.224,1.928,2.092,2.596,2.141,1.83
1.39,1.506,-0.12,-0.26,1.646,0.175,-0.05,-0.199,0.185,1.513,-0.027,1.896,1.928,2.092,2.596,1.654
1.38,1.345,0.039,-0.052,1.435,-0.12,0.175,-0.05,-0.199,1.288,0.024,1.386,1.896,1.928,2.092,1.437
1.21,1.263,-0.055,-0.014,1.222,0.039,-0.12,0.175,-0.05,1.342,-0.003,1.384,1.386,1.896,1.928,1.206
1.21,1.224,-0.012,0.168,1.045,-0.055,0.039,-0.12,0.175,1.216,0.106,1.208,1.384,1.386,1.896,1.042
1.22,1.105,0.111,0.294,0.922,-0.012,-0.055,0.039,-0.12,1.165,0.127,1.213,1.208,1.384,1.386,0.923
0.86,0.879,-0.021,0.0,0.859,0.111,-0.012,-0.055,0.039,0.914,-0.091,1.217,1.213,1.208,1.384,0.862
0.53,0.683,-0.154,-0.323,0.852,-0.021,0.111,-0.012,-0.055,0.68,-0.105,0.858,1.217,1.213,1.208,0.844
0.72,0.669,0.055,-0.178,0.902,-0.154,-0.021,0.111,-0.012,0.63,0.185,0.529,0.858,1.217,1.213,0.892
1.21,0.867,0.342,0.207,1.001,0.055,-0.154,-0.021,0.111,0.81,0.176,0.725,0.529,0.858,1.217,0.997
0.68,1.215,-0.534,-0.433,1.114,0.342,0.055,-0.154,-0.021,1.1,-0.444,1.209,0.725,0.529,0.858,1.132
1.8,1.594,0.209,0.606,1.197,-0.534,0.342,0.055,-0.154,1.546,0.271,0.681,1.209,0.725,0.529,1.204
1.81,1.544,0.261,0.599,1.206,0.209,-0.534,0.342,0.055,1.849,0.222,1.803,0.681,1.209,0.725,1.221
0.77,1.066,-0.294,-0.349,1.122,0.261,0.209,-0.534,0.342,0.937,-0.303,1.805,1.803,0.681,1.209,1.121
0.68,0.703,-0.025,-0.297,0.974,-0.294,0.261,0.209,-0.534,0.725,-0.005,0.773,1.805,1.803,0.681,0.948
0.85,0.68,0.17,0.043,0.808,-0.025,-0.294,0.261,0.209,0.8,0.22,0.678,0.773,1.805,1.803,0.812
0.78,0.79,-0.011,0.114,0.665,0.17,-0.025,-0.294,0.261,0.713,0.01,0.851,0.678,0.773,1.805,0.656
0.66,0.785,-0.123,0.072,0.589,-0.011,0.17,-0.025,-0.294,0.786,-0.132,0.779,0.851,0.678,0.773,0.582
0.66,0.665,-0.003,0.05,0.612,-0.123,-0.011,0.17,-0.025,0.709,0.066,0.662,0.779,0.851,0.678,0.605
0.74,0.559,0.178,0.028,0.709,-0.003,-0.123,-0.011,0.17,0.555,0.188,0.662,0.662,0.779,0.851,0.732
0.37,0.553,-0.182,-0.469,0.839,0.178,-0.003,-0.123,-0.011,0.53,-0.126,0.737,0.662,0.662,0.779,0.829
0.67,0.603,0.062,-0.299,0.965,-0.182,0.178,-0.003,-0.123,0.63,0.047,0.37,0.737,0.662,0.662,0.971
0.46,0.601,-0.14,-0.593,1.054,0.062,-0.182,0.178,-0.003,0.609,0.048,0.666,0.37,0.737,0.662,1.053
0.94,0.725,0.218,-0.162,1.106,-0.14,0.062,-0.182,0.178,0.523,0.261,0.461,0.666,0.37,0.737,1.092
0.96,1.119,-0.155,-0.164,1.127,0.218,-0.14,0.062,-0.182,1.101,-0.094,0.944,0.461,0.666,0.37,1.136
1.55,1.701,-0.148,0.426,1.126,-0.155,0.218,-0.14,0.062,1.547,0.019,0.964,0.944,0.461,0.666,1.122
2.18,1.985,0.192,1.065,1.112,-0.148,-0.155,0.218,-0.14,2.167,0.332,1.553,0.964,0.944,0.461,1.115
1.63,1.622,0.007,0.538,1.092,0.192,-0.148,-0.155,0.218,1.728,0.056,2.177,1.553,0.964,0.944,1.089
0.81,0.992,-0.179,-0.265,1.079,0.007,0.192,-0.148,-0.155,0.974,-0.115,1.629,2.177,1.553,0.964,1.072
0.57,0.677,-0.107,-0.518,1.088,-0.179,0.007,0.192,-0.148,0.735,0.137,0.814,1.629,2.177,1.553,1.082
0.97,0.701,0.27,-0.16,1.131,-0.107,-0.179,0.007,0.192,0.778,0.416,0.569,0.814,1.629,2.177,1.126
0.52,0.677,-0.156,-0.702,1.224,0.27,-0.107,-0.179,0.007,0.676,-0.046,0.971,0.569,0.814,1.629,1.216
0.34,0.513,-0.175,-1.039,1.377,-0.156,0.27,-0.107,-0.179,0.46,-0.026,0.521,0.971,0.569,0.814,1.365
0.53,0.401,0.131,-1.062,1.595,-0.175,-0.156,0.27,-0.107,0.442,0.311,0.338,0.521,0.971,0.569,1.591
0.55,0.557,-0.005,-1.296,1.848,0.131,-0.175,-0.156,0.27,0.426,0.179,0.533,0.338,0.521,0.971,1.858
1.14,1.221,-0.082,-0.963,2.102,-0.005,0.131,-0.175,-0.156,0.89,0.031,0.552,0.533,0.338,0.521,2.099
2.34,2.397,-0.053,0.023,2.322,-0.082,-0.005,0.131,-0.175,2.162,0.076,1.139,0.552,0.533,0.338,2.328
3.65,3.595,0.051,1.175,2.471,-0.053,-0.082,-0.005,0.131,3.51,0.202,2.344,1.139,0.552,0.533,2.48
4.02,3.991,0.026,1.501,2.516,0.051,-0.053,-0.082,-0.005,4.189,0.111,3.646,2.344,1.139,0.552,2.534
3.28,3.326,-0.047,0.851,2.428,0.026,0.051,-0.053,-0.082,3.495,-0.028,4.017,3.646,2.344,1.139,2.445
2.31,2.292,0.014,0.087,2.218,-0.047,0.026,0.051,-0.053,2.387,0.014,3.279,4.017,3.646,2.344,2.212
1.73,1.693,0.033,-0.199,1.925,0.014,-0.047,0.026,0.051,1.79,0.034,2.306,3.279,4.017,3.646,1.927
1.4,1.53,-0.134,-0.196,1.592,0.033,0.014,-0.047,0.026,1.662,-0.017,1.726,2.306,3.279,4.017,1.598
1.41,1.268,0.146,0.149,1.265,-0.134,0.033,0.014,-0.047,1.348,0.173,1.396,1.726,2.306,3.279,1.266
0.81,0.765,0.044,-0.178,0.986,0.146,-0.134,0.033,0.014,0.762,-0.022,1.414,1.396,1.726,2.306,0.98
0.29,0.457,-0.166,-0.504,0.795,0.044,0.146,-0.134,0.033,0.399,-0.167,0.809,1.414,1.396,1.726,0.787
0.64,0.593,0.045,-0.061,0.699,-0.166,0.044,0.146,-0.134,0.6,0.099,0.291,0.809,1.414,1.396,0.705
0.98,0.816,0.168,0.285,0.699,0.045,-0.166,0.044,0.146,0.869,0.136,0.638,0.291,0.809,1.414,0.686
0.66,0.827,-0.169,-0.118,0.775,0.168,0.045,-0.166,0.044,0.734,-0.165,0.984,0.638,0.291,0.809,0.779
0.87,0.797,0.068,0.022,0.844,-0.169,0.168,0.045,-0.166,0.744,0.008,0.657,0.984,0.638,0.291,0.893
0.81,0.873,-0.064,-0.024,0.833,0.068,-0.169,0.168,0.045,0.956,0.011,0.865,0.657,0.984,0.638,0.829
1.03,0.918,0.116,0.257,0.777,-0.064,0.068,-0.169,0.168,0.927,0.123,0.809,0.865,0.657,0.984,0.716
0.64,0.695,-0.054,-0.093,0.734,0.116,-0.064,0.068,-0.169,0.81,-0.072,1.034,0.809,0.865,0.657,0.73
0.31,0.449,-0.135,-0.429,0.744,-0.054,0.116,-0.064,0.068,0.305,-0.048,0.642,1.034,0.809,0.865,0.741
0.87,0.651,0.222,0.049,0.824,-0.135,-0.054,0.116,-0.064,0.536,0.221,0.315,0.642,1.034,0.809,0.83
0.97,1.241,-0.267,0.03,0.944,0.222,-0.135,-0.054,0.116,1.224,-0.084,0.873,0.315,0.642,1.034,0.975
1.89,1.671,0.216,0.829,1.059,-0.267,0.222,-0.135,-0.054,1.669,0.216,0.975,0.873,0.315,0.642,1.051
1.26,1.436,-0.18,0.123,1.133,0.216,-0.267,0.222,-0.135,1.627,-0.055,1.887,0.975,0.873,0.315,1.137
0.96,0.866,0.091,-0.217,1.174,-0.18,0.216,-0.267,0.222,0.778,0.139,1.256,1.887,0.975,0.873,1.143
0.49,0.553,-0.068,-0.712,1.197,0.091,-0.18,0.216,-0.267,0.658,0.043,0.957,1.256,1.887,0.975,1.201
0.6,0.673,-0.072,-0.618,1.219,-0.068,0.091,-0.18,0.216,0.609,0.088,0.485,0.957,1.256,1.887,1.224
0.96,0.87,0.094,-0.293,1.256,-0.072,-0.068,0.091,-0.18,0.918,0.207,0.601,0.485,0.957,1.256,1.26
0.81,0.862,-0.056,-0.519,1.325,0.094,-0.072,-0.068,0.091,0.804,0.033,0.963,0.601,0.485,0.957,1.312
0.74,0.825,-0.084,-0.695,1.436,-0.056,0.094,-0.072,-0.068,0.766,0.043,0.806,0.963,0.601,0.485,1.422
1.08,1.101,-0.017,-0.494,1.578,-0.084,-0.056,0.094,-0.072,0.961,0.171,0.741,0.806,0.963,0.601,1.586
1.89,1.792,0.098,0.156,1.734,-0.017,-0.084,-0.056,0.094,1.622,0.213,1.084,0.741,0.806,0.963,1.728
2.49,2.512,-0.021,0.602,1.888,0.098,-0.017,-0.084,-0.056,2.5,-0.003,1.89,1.084,0.741,0.806,1.896
2.48,2.727,-0.251,0.454,2.022,-0.021,0.098,-0.017,-0.084,2.809,-0.067,2.49,1.89,1.084,0.741,2.024
2.53,2.325,0.207,0.405,2.128,-0.251,-0.021,0.098,-0.017,2.428,0.352,2.476,2.49,1.89,1.084,2.126
1.89,1.744,0.146,-0.338,2.228,0.207,-0.251,-0.021,0.098,1.796,0.105,2.533,2.476,2.49,1.89,2.201
1.42,1.747,-0.327,-0.932,2.351,0.146,0.207,-0.251,-0.021,1.489,-0.295,1.89,2.533,2.476,2.49,2.344
2.39,2.461,-0.071,-0.123,2.513,-0.327,0.146,0.207,-0.251,2.427,0.154,1.42,1.89,2.533,2.476,2.514
3.58,3.039,0.538,0.886,2.691,-0.071,-0.327,0.146,0.207,3.172,0.464,2.39,1.42,1.89,2.533,2.715
2.37,2.887,-0.522,-0.484,2.849,0.538,-0.071,-0.327,0.146,2.835,-0.417,3.578,2.39,1.42,1.89,2.856
2.72,2.607,0.111,-0.203,2.922,-0.522,0.538,-0.071,-0.327,2.402,0.106,2.365,3.578,2.39,1.42,2.956
2.99,2.742,0.249,0.133,2.858,0.111,-0.522,0.538,-0.071,2.947,0.196,2.718,2.365,3.578,2.39,2.862
2.71,3.018,-0.309,0.009,2.7,0.249,0.111,-0.522,0.538,2.992,-0.23,2.991,2.718,2.365,3.578,2.652
2.9,2.838,0.065,0.368,2.535,-0.309,0.249,0.111,-0.522,2.976,0.133,2.709,2.991,2.718,2.365,2.524
2.55,2.227,0.325,0.128,2.424,0.065,-0.309,0.249,0.111,2.265,0.147,2.903,2.709,2.991,2.718,2.433
1.63,2.054,-0.42,-0.789,2.422,0.325,0.065,-0.309,0.249,1.78,-0.361,2.552,2.903,2.709,2.991,2.407
2.87,2.773,0.094,0.303,2.564,-0.42,0.325,0.065,-0.309,2.675,0.161,1.634,2.552,2.903,2.709,2.554
3.76,3.542,0.221,0.951,2.812,0.094,-0.42,0.325,0.065,3.735,0.226,2.867,1.634,2.552,2.903,2.836
3.56,3.64,-0.083,0.449,3.108,0.221,0.094,-0.42,0.325,3.427,-0.159,3.763,2.867,1.634,2.552,3.094
3.25,3.403,-0.149,-0.15,3.404,-0.083,0.221,0.094,-0.42,3.384,-0.185,3.557,3.763,2.867,1.634,3.407
3.49,3.416,0.073,-0.188,3.677,-0.149,-0.083,0.221,0.094,3.491,0.138,3.254,3.557,3.763,2.867,3.657
3.74,3.605,0.135,-0.169,3.91,0.073,-0.149,-0.083,0.221,3.65,0.17,3.489,3.254,3.557,3.763,3.922
3.56,3.636,-0.073,-0.528,4.091,0.135,0.073,-0.149,-0.083,3.577,-0.136,3.74,3.489,3.254,3.557,4.099
3.5,3.586,-0.088,-0.728,4.226,-0.073,0.135,0.073,-0.149,3.529,-0.12,3.563,3.74,3.489,3.254,4.216
3.84,3.796,0.04,-0.479,4.315,-0.088,-0.073,0.135,0.073,3.686,0.119,3.498,3.563,3.74,3.489,4.324
4.42,4.297,0.127,0.066,4.358,0.04,-0.088,-0.073,0.135,4.24,0.135,3.836,3.498,3.563,3.74,4.361
4.62,4.733,-0.112,0.267,4.354,0.127,0.04,-0.088,-0.073,4.717,-0.134,4.424,3.836,3.498,3.563,4.364
4.92,4.896,0.022,0.617,4.301,-0.112,0.127,0.04,-0.088,4.832,-0.031,4.621,4.424,3.836,3.498,4.307
4.85,4.818,0.034,0.651,4.201,0.022,-0.112,0.127,0.04,4.914,0.031,4.918,4.621,4.424,3.836,4.213
4.5,4.524,-0.024,0.44,4.06,0.034,0.022,-0.112,0.127,4.669,0.003,4.852,4.918,4.621,4.424,4.066
4.21,4.114,0.094,0.311,3.897,-0.024,0.034,0.022,-0.112,4.137,0.012,4.5,4.852,4.918,4.621,3.895
3.66,3.75,-0.093,-0.077,3.733,0.094,-0.024,0.034,0.022,3.822,-0.129,4.209,4.5,4.852,4.918,3.734
3.52,3.521,0.001,-0.067,3.59,-0.093,0.094,-0.024,0.034,3.564,0.021,3.656,4.209,4.5,4.852,3.587
3.47,3.328,0.14,-0.021,3.488,0.001,-0.093,0.094,-0.024,3.403,0.086,3.522,3.656,4.209,4.5,3.486
2.95,3.141,-0.191,-0.5,3.449,0.14,0.001,-0.093,0.094,3.095,-0.135,3.467,3.522,3.656,4.209,3.438
3.39,3.183,0.204,-0.102,3.488,-0.191,0.14,0.001,-0.093,3.062,0.112,2.95,3.467,3.522,3.656,3.48
3.34,3.506,-0.168,-0.258,3.596,0.204,-0.191,0.14,0.001,3.499,-0.12,3.386,2.95,3.467,3.522,3.602
3.97,3.941,0.025,0.211,3.756,-0.168,0.204,-0.191,0.14,3.817,0.091,3.338,3.386,2.95,3.467,3.746
4.38,4.165,0.219,0.433,3.95,0.025,-0.168,0.204,-0.191,4.242,0.113,3.967,3.338,3.386,2.95,3.949
3.82,4.154,-0.336,-0.334,4.152,0.219,0.025,-0.168,0.204,4.073,-0.257,4.384,3.967,3.338,3.386,4.156
4.46,4.21,0.25,0.131,4.329,-0.336,0.219,0.025,-0.168,4.148,0.203,3.818,4.384,3.967,3.338,4.336
4.32,4.382,-0.063,-0.151,4.469,0.25,-0.336,0.219,0.025,4.466,-0.039,4.46,3.818,4.384,3.967,4.461
4.52,4.595,-0.076,-0.07,4.59,-0.063,0.25,-0.336,0.219,4.452,-0.029,4.319,4.46,3.818,4.384,4.572
4.85,4.734,0.112,0.133,4.713,-0.076,-0.063,0.25,-0.336,4.782,0.094,4.52,4.319,4.46,3.818,4.713
4.7,4.788,-0.084,-0.143,4.848,0.112,-0.076,-0.063,0.25,4.756,-0.043,4.846,4.52,4.319,4.46,4.851
4.89,4.871,0.021,-0.109,5.001,-0.084,0.112,-0.076,-0.063,4.82,0.058,4.704,4.846,4.52,4.319,4.997
5.04,5.028,0.008,-0.139,5.176,0.021,-0.084,0.112,-0.076,5.015,0.036,4.892,4.704,4.846,4.52,5.171
5.28,5.275,0.002,-0.088,5.365,0.008,0.021,-0.084,0.112,5.184,0.02,5.036,4.892,4.704,4.846,5.368
5.59,5.621,-0.03,0.033,5.559,0.002,0.008,0.021,-0.084,5.521,0.006,5.277,5.036,4.892,4.704,5.556
6.03,6.03,-0.003,0.28,5.747,-0.03,0.002,0.008,0.021,5.966,0.046,5.591,5.277,5.036,4.892,5.747
6.4,6.34,0.059,0.48,5.92,-0.003,-0.03,0.002,0.008,6.349,0.067,6.027,5.591,5.277,5.036,5.92
6.35,6.407,-0.057,0.275,6.075,0.059,-0.003,-0.03,0.002,6.422,-0.04,6.399,6.027,5.591,5.277,6.073
6.26,6.258,-0.003,0.027,6.228,-0.057,0.059,-0.003,-0.03,6.304,0.02,6.35,6.399,6.027,5.591,6.216
6.07,6.046,0.028,-0.322,6.395,-0.003,-0.057,0.059,-0.003,6.092,0.059,6.255,6.35,6.399,6.027,6.39
6.02,6.034,-0.009,-0.568,6.592,0.028,-0.003,-0.057,0.059,5.917,0.019,6.074,6.255,6.35,6.399,6.582
6.31,6.355,-0.046,-0.522,6.831,-0.009,0.028,-0.003,-0.057,6.276,0.008,6.024,6.074,6.255,6.35,6.825
6.94,6.901,0.04,-0.183,7.125,-0.046,-0.009,0.028,-0.003,6.78,0.079,6.309,6.024,6.074,6.255,7.113
7.42,7.466,-0.045,-0.055,7.477,0.04,-0.046,-0.009,0.028,7.348,0.033,6.942,6.309,6.024,6.074,7.468
8.04,7.959,0.079,0.155,7.883,-0.045,0.04,-0.046,-0.009,7.844,0.07,7.422,6.942,6.309,6.024,7.876
8.35,8.466,-0.114,0.015,8.337,0.079,-0.045,0.04,-0.046,8.332,-0.057,8.038,7.422,6.942,6.309,8.324
9.14,9.08,0.062,0.311,8.831,-0.114,0.079,-0.045,0.04,8.944,0.097,8.351,8.038,7.422,6.942,8.82
9.69,9.67,0.023,0.333,9.36,0.062,-0.114,0.079,-0.045,9.643,0.046,9.142,8.351,8.038,7.422,9.349
10.02,10.083,-0.066,0.103,9.914,0.023,0.062,-0.114,0.079,9.989,-0.03,9.693,9.142,8.351,8.038,9.907
10.41,10.392,0.015,-0.069,10.477,-0.066,0.023,0.062,-0.114,10.297,0.056,10.018,9.693,9.142,8.351,10.476
